제품명,효능
그린노즈플러스연질캡슐,"코감기(급성비염), 알레르기성 비염 또는 부비동염에 의한 다음 증상의 완화 : 코막힘, 콧물, 재채기, 눈물, 인후통, 머리 무거움"
그린데이플러스장용연질캡슐,"- 변비 - 변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
그린록시겔(피록시캄),"다음 질환 및 증상의 진통ㆍ소염(항염) : 퇴행성관절염(골관절염), 어깨관절주위염, 건염(힘줄염)ㆍ건초염(힘줄윤활막염), 건주위염, 상완골(위팔뼈)상과염(테니스 엘보우 등), 근육통(근염, 근막염 등), 외상후의 종창(부기)ㆍ동통(통증)"
그린솔트에프액,"- 긁힌 상처, 베인 상처, 창상 - 손·손가락의 살균·소독 - 치질인 경우의 항문 살균·소독"
그린알로정,"변비 또는 변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
그린와이나액2%(글루타랄콘센트레이트),"의료 기구의 살균소독, 렌즈부착의 장치류, 내시경류, 마취장치류, 인공호흡장치류, 메스, 카테터 등의 외과 수술용 기구, 산부인과, 비뇨기과용 기구, 치과용 기구와 또는 보조기구 주사기 체온계 및 가열 멸균 할 수 없는 고무, 플라스틱 기구등"
그린와이나플러스액(글루타랄콘센트레이트),"의료 기구의 살균 소독 : 렌즈 부착의 장치류, 내시경류, 마취장비류, 인공호흡장치류, 메스, 카테-터 등의 외과수술용 기구, 산부인과, 비뇨기과용 기구, 치과용 기구 또는 보조 기구, 주사기, 체온기"
"그린코플시럽(딸기향, 바나나향)","기침, 가래, 콧물, 코막힘, 재채기"
그린콜샷에스시럽,"감기의 제증상(여러 증상) (콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통) 의 완화"
그린콜연질캡슐,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후통, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
그린쿨인후스프레이액(포비돈요오드),"구강내 살균소독, 인두염, 후두염, 구내염, 발치후 및 구내수술후 살균소독, 구취증"
그린큐액(돔페리돈),"오심, 구토 증상의 완화"
그린클로르헥시딘크림(클로르헥시딘글루콘산염액),"수술시 수술자 및 보건위생종사자의 손 소독 - 손 및 피부의 소독 - 수술부위의 피부소독 - 의료용구의 소독 - 가구, 기구 등의 소독 - 피부의 창상부위 소독 - 손 및 피부의 소독 - 수술부위의 피부소독 - 의료용구의 소독 - 가구, 기구 등의 소독 - 피부의 창상부위 소독 - 산부인과, 비뇨기과에서의 외음, 외성기의 피부소독 좁은 범위 피부의 창상부위 소독"
그린태고액1%(알킬디아미노에틸글리신염산염액),- 손 및 피부의 소독 - 수술부위의 피부소독 - 수술부위의 점막소독 - 피부ㆍ점막의 창상부위 소독 - 의료 용구의 소독 - 수술실 병실 가구 기구 물품 등의 소독
"그린티눈액(수출명 : 1. Green Tinun Solution, 2. Collopaint Wart Solution)","티눈, 못(굳은살)"
그린펜시럽(이부프로펜),"감기로 인한 발열 및 동통[통증], 류마티양 관절염, 연소성 류마티양 관절염, 골관절염 (퇴행성 관절질환), 요[허리]통, 월경 곤란증, 수술 후 동통[통증] 두통, 치통, 근육통, 신경통, 강직성 척추염, 급성통풍, 건선[마른비늘증]성 관절염, 연조직 손상(염좌[삠], 좌상[타박상]), 비관절 류마티스 질환 (건[힘줄]염, 건초염[힘줄윤활막염], 활액[윤활]낭염)"
그린포비돈브러쉬액(포비돈요오드),- 수술자의 손 및 팔의 살균소독 - 수술부위의 살균소독
그린포비돈세정액(포비돈요오드),- 수술자의 손 및 팔의 살균소독 - 수술부위의 살균소독
그린포비돈요오드가글액7.5%,"1) 다음 질환에 의한 염증의 완화 : 인두염, 구내염 2) 구강 내 살균소독, 발치창 및 구강창상의 감염예방"
그린포비돈요오드액(수출명 : Green Povidone-Iodine Topical Solution),"- 찢긴 상처, 화상, 창상의 살균소독 - 궤양, 농양의 살균소독 - 감염피부면의 소독 - 수술부위의 살균소독 - 주사 및 카테터부위의 소독"
그린헥시디놀액,국소 피부 소독
그린헥시디놀액2%,"수술전 환자의 피부소독, 주사기 바늘, 카테타 삽입 전 환자의 피부소독"
그린헥시딘0.5%액(클로르헥시딘글루콘산염액),"- 손 및 피부의 소독 - 수술부위의 피부소독 - 의료용구의 소독 - 가구, 기구 등의 소독 - 피부의 창상부위 소독"
그린헥시딘가글액(클로르헥시딘글루콘산염액),1. 주효능 효과 2. 다음 질환에도 사용할 수 있다.
그린헥시딘가글액0.12%(클로르헥시딘글루콘산염액),1. 주효능 효과 2. 다음 질환에도 사용할 수 있다.
그린헥시딘브러쉬액(클로르헥시딘글루콘산염액),수술시 수술자 및 보건 위생종사자의 손 소독
그린헥시딘세정액4%(클로르헥시딘글루콘산염액),"항균 피부 세정제로서, 일반 피부 및 상처부위 세정, 수술 시 손 소독, 개인의 손 소독, 수술 전 수술부위 피부소독"
그린헥시딘스틱스왑액,"수술전 환자의 피부소독, 주사기 바늘, 카테타 삽입 전 환자의 피부소독"
그린헥시딘액5%(클로르헥시딘글루콘산염액),"- 손 및 피부의 소독(보건위생종사자 및 수술 시 수술자의 손 소독, 수술부위 피부의 소독은 제외) - 의료용구의 소독 - 가구, 기구 등의 소독 - 피부의 창상부위 소독"
그린헥시딘액와입스2%(클로르헥시딘글루콘산염액),보건위생종사자의 손 소독
그린헥시딘액와입스4%(클로르헥시딘글루콘산염액),"항균 피부 세정제로서, 일반 피부 및 피부 표면층보다 깊지 않은 상처부위 세정, 개인의 손소독, 수술 전 수술부위 피부소독"
글로게이트정(알마게이트),"다음 질환의 제산작용 및 증상의 개선 : 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림"
글로아스피린장용정100mg(아스피린),"1) 다음 질환에서 혈전 생성 억제 · 심근경색 · 뇌경색 · 불안정형 협심증 2) 관상동맥 우회술(CABG) 또는 경피경관 관상동맥 성형술(PTCA) 후 혈전 생성 억제 3) 고위험군환자(허혈성 심장질환의 가족력, 고혈압, 고콜레스테롤혈증, 비만, 당뇨 등 복합적 위험인자를 가진 환자)에서 심혈관계 위험성 감소"
글로칼디정,"- 임신 ∙ 수유기, 발육기, 노년기 - 뼈, 이의 발육불량 - 구루병의 예방"
글로타치정(글루타티온(환원형)),약물중독
글로타치플러스정(글루타티온(환원형)),"약물중독, 자가중독"
글루100정(글루타티온(환원형)),약물중독
글루디톡정(글루타티온(환원형)),약물중독
글루민캡슐(결정황산글루코사민)(수출용)(수출명:민코스캡슐),골관절염(퇴행성 관절질환)
글루비타정,"○ 다음경우의 비타민B1, B6의 보급 - 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 ○ 이 약에 함유된 비타민 B1(푸르설티아민)의 효능ㆍ효과는 다음과 같다. ㆍ다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등) ㆍ각기 ㆍ눈의피로"
글루산캡슐(결정황산글루코사민)(수출용),경증에서 중등도의 골관절염(퇴행성관절염)
글루온정(글루타티온(환원형)),약물중독
글루콤액,"병중ㆍ병후(병을 앓는 동안이나 회복 후)회복기, 소모성질환등의 영양공급, 육체피로, 자양강장"
글루타넥스정(글루타티온(환원형))(수출명:Glutanex Tab.)(수출용),약물중독
글루타시드정(글루타티온(환원형))(수출용),약물중독
글루타에스정,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
글루타치정100mg(글루타티온(환원형))(수출용),약물중독
글루타틴정100mg(글루타티온(환원형)),"약물중독, 자가중독"
글린타민캡슐,전립선비대에 의한 배뇨(소변을 눔)곤란 · 잔뇨 및 잔뇨감 · 빈뇨
글치온정(글루타티온(환원형)),"약물중독, 자가중독"
기가렉스연질캡슐,"가래, 기침을 유발하는 가래"
기가에이연질캡슐,"기침, 가래"
기가엔드연질캡슐,"가래, 기침을 유발하는 가래"
기가제로연질캡슐,"가래, 기침을 유발하는 가래"
기가치올액,"기침, 가래, 천식"
기가파워연질캡슐,"가래, 기침을 유발하는 가래"
기가프신연질캡슐,"가래, 기침을 유발하는 가래"
기감탕노즈액,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
기감탕에프액,"감기의 제증상(여러 증상)(인후(목구멍)통, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
기감탕코프액,"감기의 제증상(여러증상)(인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
기공활혈고(수입명:CHIKUNGHUOSHIUEHKAO),"다음 증상에 대한 진통·소염(항염): 타박상, 어깨결림, 류마티스 통증"
기모타부정(수출명:케이티정)," 다음 질환 및 증상의 염증성 부종의 완화 : 수술 및 외상후, 유즙울체"
기목신정(수출용),"다음 질환 및 증상의 염증성 부종의 완화 : 수술 및 외상후, 유즙울체"
기치코프에스캡슐,"기침, 가래"
깅고맥스정240밀리그램(은행엽건조엑스),"집중력 저하, 기억력 감퇴, 현기증 (동맥경화 증상)과 같은 증상이 동반되는 정신 기능 저하"
까스명수에프액,"식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 체함 구역, 구토"
까스속청액,"식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 체함, 구역, 구토"
까스앤프리츄정80밀리그램(시메티콘),"1) 위내시경 검사시 장내기포제거 2) 복부 X선 촬영시 장내가스제거 3) 위장관내 가스로 인한 복부 증상(복부팽만감, 공기연하증 등)의 개선"
까스활명수디액(수출명:까스활명수큐)(수출용),"식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 식체(위체), 구역, 구토"
까스활명수액(Gas Whal Myung Su) (수출용),"식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 식체(위체), 구역, 구토"
까스활명수큐액,"식욕감퇴(식욕부진), 위부팽만감, 소화불량, 과식, 체함, 구역, 구토"
나나정500밀리그램(아세트아미노펜),"1. 주효능·효과 감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 2. 다음 질환에도 사용할 수 있다. 치통, 관절통, 류마티양 동통(통증)"
나노민연질캡슐,"1. 다음의 경우 비타민 A, D, B1, B2, C 의 보급 - 육체피로 - 임신 . 수유기 - 병중 . 병후(병을 앓는 동안이나 회복 후)의 체력 저하 시 - 발육기 - 노년기 2. 이 약에 함유된 비타민 등의 효능 ㆍ 효과는 다음과 같다 - 눈의 건조감 완화, 야맹증(밤에 잘 못 보는 증상) - 뼈. 이의 발육불량, 구루병의 예방 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 각기, 눈의피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
나노아세트정160mg(아세트아미노펜)(수출용),"감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증) 치통, 관절통, 류마티양 동통(통증)"
나노파모정10밀리그램(파모티딘),"위산과다, 속쓰림, 신트림"
나녹시딜액2%(미녹시딜),"· 남성형 탈모증(안드로젠탈모증) 및 여성형 탈모증(안드로젠탈모증)의 치료(2 %, 3 %에 한함) · 남성형 탈모증(안드로젠탈모증)의 치료(5 %에 한함)"
나녹시딜액3%(미녹시딜),"· 남성형 탈모증(안드로젠탈모증) 및 여성형 탈모증(안드로젠탈모증)의 치료(2 %, 3 %에 한함) · 남성형 탈모증(안드로젠탈모증)의 치료(5 %에 한함)"
나녹시딜액5%(미녹시딜),"· 남성형 탈모증(안드로젠탈모증) 및 여성형 탈모증(안드로젠탈모증)의 치료(2 %, 3 %에 한함) · 남성형 탈모증(안드로젠탈모증)의 치료(5 %에 한함)"
나덴정(수출용),"류마티스 관절염, 골관절염, 배통(등 통증), 두통, 월경통, 외상(상처)후 소염(항염)ㆍ진통, 유행성 감기로 인한 발열 및 통증"
나드란연고,"베임, 창상, 화상에 의한 감염증 예방 및 통증완화"
나들이시럽,"멀미에 의한 어지러움, 구토, 두통의 예방 및 완화"
나로펜정(나프록센나트륨),"류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염, 급성통풍, 월경곤란증 활액낭염, 골격근장애(염좌, 좌상, 외상, 요천통), 수술후 동통, 편두 통, 발치후 동통"
나록펜정(나프록센나트륨)(수출용),"류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염, 급성통풍, 월경곤란증 활액낭염, 골격근장애(염좌, 좌상, 외상, 요천통), 수술후 동통, 편두 통, 발치후 동통"
나르펜정400밀리그램(이부프로펜)(수출명:PANALTab.),"류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)"
나리센연질캡슐(나프록센),"류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증 활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증)), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 동통(통증)"
"나리스타에스점비액(수출명:듀라존점비액,나소존점비액)","급성비염, 알레르기성 비염 또는 부비동염에 의한 다음 증상의 완화 : 코막힘, 콧물, 재채기, 머리무거움"
나리스타자일로점비액(자일로메타졸린염산염),"코감기(급성비염), 알레르기성 비염 또는 부비동염에 의한 다음 증상의 완화 : 코막힘, 콧물, 재채기, 머리무거움"
